"CCG","Cancer Alliance","STP","Year","Site","Stage 1","Stage 2","Stage 3","Stage 4","Staged - other early","Staged - other advanced","Unstageable","Missing stage","Percentage completeness (%)"
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2019,"Rectum and rectosigmoid junction",9,4,12,6,NA,NA,NA,4,88.6
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2019,"Stomach excluding cardia and gastroesophageal junction",NA,1,1,2,NA,NA,NA,8,33.3
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2019,"Testis",10,NA,NA,NA,NA,NA,NA,NA,100
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2019,"Thyroid",2,NA,1,1,NA,NA,1,8,30.8
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2019,"Uterus",23,NA,3,2,NA,NA,NA,3,90.3
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2014,"Rectum and rectosigmoid junction",12,7,11,11,NA,NA,NA,1,97.6
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2014,"Stomach excluding cardia and gastroesophageal junction",1,1,1,4,NA,NA,NA,5,58.3
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2014,"Testis",3,1,NA,NA,NA,NA,NA,NA,100
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2014,"Thyroid",3,NA,1,NA,NA,NA,NA,2,66.7
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2014,"Uterus",11,3,1,2,NA,NA,NA,NA,100
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2016,"Prostate",43,22,54,35,NA,NA,NA,13,92.2
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2016,"Rectum and rectosigmoid junction",12,8,17,10,NA,NA,NA,3,94
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2016,"Stomach excluding cardia and gastroesophageal junction",2,5,2,2,NA,NA,NA,4,73.3
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2016,"Testis",4,NA,NA,1,NA,NA,NA,NA,100
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2016,"Thyroid",4,2,1,NA,NA,NA,NA,5,58.3
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2016,"Uterus",19,2,7,4,NA,NA,NA,2,94.1
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2013,"Oral cavity, hard palate and lip (inner aspect)",1,1,NA,1,NA,NA,NA,12,20
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2013,"Oropharynx, base of tongue, tonsil, soft palate and uvula",NA,NA,NA,4,NA,NA,NA,13,23.5
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2013,"Other",5,8,14,17,4,NA,89,65,23.8
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2013,"Ovary, fallopian tube and primary peritoneal carcinomas",9,1,9,2,NA,NA,1,2,87.5
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2013,"Pancreas",NA,NA,NA,10,NA,NA,NA,11,47.6
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2013,"Prostate",32,29,41,33,NA,NA,NA,24,84.9
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2013,"Rectum and rectosigmoid junction",10,13,12,8,NA,NA,NA,5,89.6
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2013,"Stomach excluding cardia and gastroesophageal junction",1,NA,4,3,NA,NA,NA,9,47.1
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2015,"Oropharynx, base of tongue, tonsil, soft palate and uvula",1,NA,NA,8,NA,NA,NA,1,90
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2017,"Testis",8,2,NA,NA,NA,NA,NA,NA,100
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2017,"Thyroid",8,NA,NA,NA,NA,NA,NA,4,66.7
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2017,"Uterus",25,NA,2,4,NA,NA,NA,1,96.9
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2017,"Other",13,6,13,20,10,1,75,37,36
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2014,"Oropharynx, base of tongue, tonsil, soft palate and uvula",NA,1,NA,12,NA,NA,NA,NA,100
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2014,"Other",12,9,3,19,NA,NA,59,78,23.9
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2017,"Oropharynx, base of tongue, tonsil, soft palate and uvula",2,NA,NA,12,NA,NA,NA,NA,100
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2017,"Rectum and rectosigmoid junction",10,8,19,11,NA,NA,NA,3,94.1
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2017,"Ovary, fallopian tube and primary peritoneal carcinomas",4,NA,8,3,NA,NA,3,3,71.4
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2016,"Other",10,7,11,18,13,1,100,59,27.4
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2016,"Ovary, fallopian tube and primary peritoneal carcinomas",9,2,6,13,NA,NA,1,5,83.3
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2014,"Ovary, fallopian tube and primary peritoneal carcinomas",10,1,16,5,NA,NA,NA,2,94.1
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2017,"Stomach excluding cardia and gastroesophageal junction",3,1,2,7,NA,NA,NA,5,72.2
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2013,"Oesophagus including cardia and gastroesophageal junction",1,1,10,7,NA,NA,NA,16,54.3
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2014,"Pancreas",NA,2,NA,10,NA,NA,NA,14,46.2
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2014,"Prostate",33,13,50,39,NA,NA,NA,9,93.8
"NHS Calderdale CCG","West Yorkshire and Harrogate","West Yorkshire and Harrogate (Health and Care Partnership)",2016,"Pancreas",3,8,5,19,NA,NA,NA,4,89.7
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Hodgkin lymphoma",2,12,5,10,NA,NA,NA,4,87.9
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Larynx including anterior surface of epiglottis",10,3,6,5,NA,NA,NA,NA,100
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Melanoma of skin",119,48,15,5,NA,NA,NA,5,97.4
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Kidney, except renal pelvis",57,6,32,27,NA,NA,NA,15,89.1
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Colon",59,119,92,101,NA,NA,NA,49,88.3
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Oropharynx, base of tongue, tonsil, soft palate and uvula",4,6,5,43,NA,NA,NA,4,93.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Other",70,38,59,75,23,5,292,179,36.4
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Lung",116,48,99,228,NA,NA,1,15,96.8
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Kidney, except renal pelvis",57,5,46,39,NA,NA,NA,32,82.1
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Larynx including anterior surface of epiglottis",6,3,3,5,NA,NA,NA,1,94.4
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Lung",118,34,113,214,NA,NA,NA,81,85.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Melanoma of skin",118,35,20,3,NA,NA,NA,14,92.6
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Non-Hodgkin lymphoma",25,13,38,81,NA,NA,NA,38,80.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Lung",110,52,101,211,NA,NA,1,26,94.6
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Oral cavity, hard palate and lip (inner aspect)",8,3,5,11,NA,NA,NA,5,84.4
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Oropharynx, base of tongue, tonsil, soft palate and uvula",20,11,11,10,NA,NA,NA,4,92.9
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Other",66,46,91,79,12,6,279,191,39
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Ovary, fallopian tube and primary peritoneal carcinomas",35,3,23,30,NA,NA,1,9,90.1
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Pancreas",16,9,25,68,NA,NA,NA,27,81.4
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Prostate",267,55,205,121,NA,NA,NA,97,87
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Rectum and rectosigmoid junction",35,24,65,37,NA,NA,NA,13,92.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Stomach excluding cardia and gastroesophageal junction",7,8,6,10,NA,NA,NA,22,58.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Melanoma of skin",130,40,12,6,NA,NA,NA,17,91.7
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Non-Hodgkin lymphoma",33,36,52,92,NA,NA,NA,11,95.1
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Oesophagus including cardia and gastroesophageal junction",9,19,39,63,NA,NA,NA,29,81.8
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Oral cavity, hard palate and lip (inner aspect)",14,7,5,21,NA,NA,NA,NA,100
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Oropharynx, base of tongue, tonsil, soft palate and uvula",1,6,4,20,NA,NA,NA,1,96.9
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Other",45,44,73,83,30,19,331,149,38
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Ovary, fallopian tube and primary peritoneal carcinomas",39,3,43,21,NA,NA,NA,4,96.4
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Non-Hodgkin lymphoma",36,17,47,72,NA,NA,NA,37,82.3
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Oesophagus including cardia and gastroesophageal junction",14,11,39,58,NA,NA,1,43,73.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Oral cavity, hard palate and lip (inner aspect)",13,4,5,16,NA,NA,NA,2,95
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Bladder",55,39,5,21,NA,NA,NA,7,94.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Breast",318,305,57,40,NA,NA,NA,17,97.7
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Cervix",15,9,5,6,NA,NA,NA,9,79.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Colon",60,108,90,109,NA,NA,NA,43,89.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Hodgkin lymphoma",6,14,3,7,NA,NA,NA,1,96.8
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Kidney, except renal pelvis",50,4,30,33,NA,NA,1,11,90.7
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Larynx including anterior surface of epiglottis",11,2,4,8,NA,NA,NA,4,86.2
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2017,"Bladder",51,39,10,20,NA,NA,1,5,95.2
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Melanoma of skin",138,24,14,4,NA,NA,NA,23,88.7
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Non-Hodgkin lymphoma",42,27,51,80,NA,NA,NA,14,93.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Oesophagus including cardia and gastroesophageal junction",10,13,26,42,NA,NA,NA,20,82
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Oral cavity, hard palate and lip (inner aspect)",12,2,5,14,NA,NA,NA,2,94.3
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2015,"Oropharynx, base of tongue, tonsil, soft palate and uvula",3,4,6,35,NA,NA,NA,2,96
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2017,"Larynx including anterior surface of epiglottis",7,2,2,4,NA,NA,NA,1,93.8
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2017,"Lung",114,36,110,225,NA,NA,1,24,95.1
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2017,"Melanoma of skin",140,27,17,4,NA,NA,NA,16,92.2
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2017,"Non-Hodgkin lymphoma",32,19,31,74,NA,NA,1,20,88.1
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2017,"Oesophagus including cardia and gastroesophageal junction",12,19,42,48,NA,NA,NA,12,91
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2017,"Oral cavity, hard palate and lip (inner aspect)",20,3,4,12,NA,NA,NA,NA,100
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2017,"Oropharynx, base of tongue, tonsil, soft palate and uvula",1,4,6,29,NA,NA,NA,NA,100
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2017,"Other",63,51,60,92,19,11,322,132,39.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2019,"Oesophagus including cardia and gastroesophageal junction",17,11,25,67,NA,NA,NA,43,73.6
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Bladder",62,36,8,23,NA,NA,NA,8,94.2
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Breast",294,304,65,27,NA,NA,1,24,96.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Cervix",10,3,6,8,NA,NA,NA,6,81.8
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Colon",59,100,101,99,NA,NA,NA,40,90
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Hodgkin lymphoma",5,12,6,11,NA,NA,NA,1,97.1
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Kidney, except renal pelvis",67,6,35,39,NA,NA,NA,7,95.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Larynx including anterior surface of epiglottis",5,6,3,5,NA,NA,NA,NA,100
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2016,"Lung",133,45,104,253,NA,NA,NA,26,95.4
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Bladder",50,37,10,13,NA,NA,NA,22,83.3
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Breast",348,313,75,29,NA,NA,3,50,93.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2018,"Cervix",12,4,3,5,NA,NA,NA,15,61.5
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2013,"Bladder",65,38,5,19,NA,NA,NA,12,91.4
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2013,"Breast",282,296,58,42,NA,NA,1,51,92.9
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2013,"Cervix",13,4,8,4,NA,NA,NA,13,69
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2013,"Colon",56,106,96,120,NA,NA,NA,26,93.6
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2013,"Hodgkin lymphoma",3,10,8,10,NA,NA,NA,NA,100
"NHS Cambridgeshire and Peterborough CCG","East of England - North","Cambridgeshire and Peterborough",2013,"Kidney, except renal pelvis",33,7,25,34,NA,NA,3,11,87.6
